"month_n","state_n","district_n","block_n","no_anemic_wmn","no_pregnant_women","no_tenatus_cmpltd","no_wmn_rstg_drg_prgncy","no_wmn_etg_xtr_ml_drg_prgncy","no_trmstr_3wmn_cnsld_imdtbf","no_wmn_4_anc_vst_dlvry","no_wmn_1_anc_vst_dlvry","prnt_anwmic_wmn","prnt_tenatus_wmn","prnt_4_anc_vst_dlvry","prnt_1_anc_vst_dlvry","prnt_wmn_etg_xtr_ml_drng_prgncy","prnt_wmn_rstg_drg_prgncy","prnt_trmstr_3wmn_cnsld_imdtbf"
"Jan","Maharashtra","Osmanabad","Umarga",59,852,283,788,798,656,107,522,6.92,33.22,12.56,61.27,93.66,92.49,77.00
"Jan","Maharashtra","Palghar","Dahanu",275,2827,1076,2454,2494,1929,200,1706,9.73,38.06,7.07,60.35,88.22,86.81,68.23
"Jan","Maharashtra","Palghar","Jawhar",110,1020,339,916,931,698,19,539,10.78,33.24,1.86,52.84,91.27,89.80,68.43
"Jan","Maharashtra","Palghar","Mokhada",39,577,171,471,484,357,0,323,6.76,29.64,0.00,55.98,83.88,81.63,61.87
"Jan","Maharashtra","Palghar","Palghar",362,2580,878,2444,2458,1884,336,1794,14.03,34.03,13.02,69.53,95.27,94.73,73.02
"Jan","Maharashtra","Palghar","Talasari",62,1417,591,1340,1349,1063,25,649,4.38,41.71,1.76,45.80,95.20,94.57,75.02
"Jan","Maharashtra","Palghar","Vasai",158,1585,526,1421,1427,1099,76,914,9.97,33.19,4.79,57.67,90.03,89.65,69.34
"Jan","Maharashtra","Palghar","Vikramgad",118,1392,547,1244,1249,973,70,828,8.48,39.30,5.03,59.48,89.73,89.37,69.90
"Jan","Maharashtra","Palghar","Wada",102,1350,464,1240,1247,1017,48,790,7.56,34.37,3.56,58.52,92.37,91.85,75.33
"Jan","Maharashtra","Parbhani","Gangakhed",57,977,242,899,894,686,99,606,5.83,24.77,10.13,62.03,91.50,92.02,70.21
"Jan","Maharashtra","Parbhani","Jintur",180,1479,578,1366,1381,1102,158,1053,12.17,39.08,10.68,71.20,93.37,92.36,74.51
"Jan","Maharashtra","Parbhani","Manwath",60,526,172,505,506,383,53,254,11.41,32.70,10.08,48.29,96.20,96.01,72.81
"Jan","Maharashtra","Parbhani","Palam",81,730,263,694,691,532,60,428,11.10,36.03,8.22,58.63,94.66,95.07,72.88
"Jan","Maharashtra","Parbhani","Parbhani",234,2780,835,2554,2569,1992,210,1813,8.42,30.04,7.55,65.22,92.41,91.87,71.65
"Jan","Maharashtra","Parbhani","Pathri",54,674,222,604,614,482,129,444,8.01,32.94,19.14,65.88,91.10,89.61,71.51
"Jan","Maharashtra","Parbhani","Purna",125,887,327,806,826,609,95,680,14.09,36.87,10.71,76.66,93.12,90.87,68.66
"Jan","Maharashtra","Parbhani","Sailu",122,732,297,695,700,538,212,577,16.67,40.57,28.96,78.83,95.63,94.95,73.50
"Jan","Maharashtra","Parbhani","Sonpeth",42,407,113,330,339,258,23,260,10.32,27.76,5.65,63.88,83.29,81.08,63.39
"Jan","Maharashtra","Pune","Ambegaon",121,1095,294,923,925,708,94,697,11.05,26.85,8.58,63.65,84.47,84.29,64.66
"Jan","Maharashtra","Pune","Baramati",169,1991,690,1873,1876,1526,298,1551,8.49,34.66,14.97,77.90,94.22,94.07,76.64
"Jan","Maharashtra","Pune","Bhor",82,769,270,734,743,655,72,551,10.66,35.11,9.36,71.65,96.62,95.45,85.18
"Jan","Maharashtra","Pune","Daund",186,1894,1297,1757,1760,1410,885,1551,9.82,68.48,46.73,81.89,92.93,92.77,74.45
"Jan","Maharashtra","Pune","Haveli",903,6634,2312,6257,6241,5024,1390,4848,13.61,34.85,20.95,73.08,94.08,94.32,75.73
"Jan","Maharashtra","Pune","Indapur",154,2143,501,1982,1981,1597,71,1120,7.19,23.38,3.31,52.26,92.44,92.49,74.52
"Jan","Maharashtra","Pune","Junnar",258,1648,739,1585,1601,1274,411,1317,15.66,44.84,24.94,79.92,97.15,96.18,77.31
"Jan","Maharashtra","Pune","Khed",261,2065,637,1915,1916,1517,155,1574,12.64,30.85,7.51,76.22,92.78,92.74,73.46
"Jan","Maharashtra","Pune","Mawal",153,1737,504,1670,1680,1406,192,1060,8.81,29.02,11.05,61.02,96.72,96.14,80.94
"Jan","Maharashtra","Pune","Mulshi",46,940,253,836,841,684,29,430,4.89,26.91,3.09,45.74,89.47,88.94,72.77
"Jan","Maharashtra","Pune","Pune",57,509,148,490,492,385,70,409,11.20,29.08,13.75,80.35,96.66,96.27,75.64
"Jan","Maharashtra","Pune","Pune City",380,3413,820,3320,3316,2660,393,2242,11.13,24.03,11.51,65.69,97.16,97.28,77.94
"Jan","Maharashtra","Pune","Purandhar",100,862,322,836,839,731,163,683,11.60,37.35,18.91,79.23,97.33,96.98,84.80
"Jan","Maharashtra","Pune","Shirur",206,1905,740,1802,1815,1525,256,1255,10.81,38.85,13.44,65.88,95.28,94.59,80.05
"Jan","Maharashtra","Pune","Velhe",11,188,60,177,180,142,6,108,5.85,31.91,3.19,57.45,95.74,94.15,75.53
"Jan","Maharashtra","Raigad","Alibag",93,875,364,838,837,679,159,619,10.63,41.60,18.17,70.74,95.66,95.77,77.60
"Jan","Maharashtra","Raigad","Karjat",161,1231,510,1106,1103,844,127,805,13.08,41.43,10.32,65.39,89.60,89.85,68.56
"Jan","Maharashtra","Raigad","Khalapur",92,899,281,811,809,586,107,638,10.23,31.26,11.90,70.97,89.99,90.21,65.18
"Jan","Maharashtra","Raigad","Mahad",96,650,244,617,614,482,57,483,14.77,37.54,8.77,74.31,94.46,94.92,74.15
"Jan","Maharashtra","Raigad","Mangaon",47,550,189,493,496,335,60,348,8.55,34.36,10.91,63.27,90.18,89.64,60.91
"Jan","Maharashtra","Raigad","Mhasla",14,158,37,153,151,118,0,131,8.86,23.42,0.00,82.91,95.57,96.84,74.68
"Jan","Maharashtra","Raigad","Murud",25,229,96,224,223,186,8,154,10.92,41.92,3.49,67.25,97.38,97.82,81.22
"Jan","Maharashtra","Raigad","Panvel",178,2086,1069,1897,1916,1493,746,1563,8.53,51.25,35.76,74.93,91.85,90.94,71.57
"Jan","Maharashtra","Raigad","Pen",85,838,360,796,794,653,140,663,10.14,42.96,16.71,79.12,94.75,94.99,77.92
"Jan","Maharashtra","Raigad","Poladpur",8,118,52,109,109,85,0,81,6.78,44.07,0.00,68.64,92.37,92.37,72.03
"Jan","Maharashtra","Raigad","Roha",58,582,217,525,523,409,7,372,9.97,37.29,1.20,63.92,89.86,90.21,70.27
"Jan","Maharashtra","Raigad","Shrivardhan",34,297,146,290,291,220,94,251,11.45,49.16,31.65,84.51,97.98,97.64,74.07
"Jan","Maharashtra","Raigad","Sudhagad",20,283,103,251,254,199,15,221,7.07,36.40,5.30,78.09,89.75,88.69,70.32
"Jan","Maharashtra","Raigad","Tala",6,79,27,72,72,56,0,35,7.59,34.18,0.00,44.30,91.14,91.14,70.89
"Jan","Maharashtra","Raigad","Uran",66,783,269,738,738,527,75,582,8.43,34.36,9.58,74.33,94.25,94.25,67.31
"Jan","Maharashtra","Ratnagiri","Chiplun",109,788,371,742,742,590,152,564,13.83,47.08,19.29,71.57,94.16,94.16,74.87
"Jan","Maharashtra","Ratnagiri","Dapoli",84,532,246,505,506,428,108,456,15.79,46.24,20.30,85.71,95.11,94.92,80.45
"Jan","Maharashtra","Ratnagiri","Guhagar",66,432,229,403,405,333,72,342,15.28,53.01,16.67,79.17,93.75,93.29,77.08
"Jan","Maharashtra","Ratnagiri","Khed",63,521,187,487,489,384,22,363,12.09,35.89,4.22,69.67,93.86,93.47,73.70
"Jan","Maharashtra","Ratnagiri","Lanja",45,357,189,339,335,269,25,265,12.61,52.94,7.00,74.23,93.84,94.96,75.35
"Jan","Maharashtra","Ratnagiri","Mandangad",45,210,97,193,192,152,12,141,21.43,46.19,5.71,67.14,91.43,91.90,72.38
"Jan","Maharashtra","Ratnagiri","Rajapur",70,417,204,395,398,303,50,271,16.79,48.92,11.99,64.99,95.44,94.72,72.66
"Jan","Maharashtra","Ratnagiri","Ratnagiri",142,1442,527,1378,1374,1079,136,841,9.85,36.55,9.43,58.32,95.28,95.56,74.83
"Jan","Maharashtra","Ratnagiri","Sangameshwar",58,522,246,497,497,400,74,415,11.11,47.13,14.18,79.50,95.21,95.21,76.63
"Jan","Maharashtra","Sangli","Atpadi",87,658,210,606,569,509,34,338,13.22,31.91,5.17,51.37,86.47,92.10,77.36
"Jan","Maharashtra","Sangli","Jat",132,2276,585,1623,1649,1214,87,1362,5.80,25.70,3.82,59.84,72.45,71.31,53.34
"Jan","Maharashtra","Sangli","Kadegaon",88,761,303,731,738,586,47,505,11.56,39.82,6.18,66.36,96.98,96.06,77.00
"Jan","Maharashtra","Sangli","Kavathemahankal",176,1011,448,980,985,790,118,747,17.41,44.31,11.67,73.89,97.43,96.93,78.14
"Jan","Maharashtra","Sangli","Khanapur (Vita)",60,555,218,493,501,384,55,361,10.81,39.28,9.91,65.05,90.27,88.83,69.19
"Jan","Maharashtra","Sangli","Miraj",207,1425,390,1367,1376,1072,126,858,14.53,27.37,8.84,60.21,96.56,95.93,75.23
"Jan","Maharashtra","Sangli","Palus",88,842,266,753,756,640,17,496,10.45,31.59,2.02,58.91,89.79,89.43,76.01
"Jan","Maharashtra","Sangli","Sangli",399,2235,656,2174,2165,1691,193,1598,17.85,29.35,8.64,71.50,96.87,97.27,75.66
"Jan","Maharashtra","Sangli","Shirala",85,663,270,636,643,529,133,577,12.82,40.72,20.06,87.03,96.98,95.93,79.79
"Jan","Maharashtra","Sangli","Tasgaon",139,1200,440,1118,1127,882,89,779,11.58,36.67,7.42,64.92,93.92,93.17,73.50
"Jan","Maharashtra","Sangli","Walwa",280,1731,616,1690,1698,1350,190,1287,16.18,35.59,10.98,74.35,98.09,97.63,77.99
"Jan","Maharashtra","Satara","Jaoli",46,359,151,345,348,291,32,293,12.81,42.06,8.91,81.62,96.94,96.10,81.06
"Jan","Maharashtra","Satara","Karad",437,2378,905,2257,2259,1873,308,1822,18.38,38.06,12.95,76.62,95.00,94.91,78.76
"Jan","Maharashtra","Satara","Khandala",131,920,419,883,888,707,196,723,14.24,45.54,21.30,78.59,96.52,95.98,76.85
"Jan","Maharashtra","Satara","Khatav",208,1149,399,1058,1069,868,120,803,18.10,34.73,10.44,69.89,93.04,92.08,75.54
"Jan","Maharashtra","Satara","Koregaon",136,1070,463,1049,1049,892,171,890,12.71,43.27,15.98,83.18,98.04,98.04,83.36
"Jan","Maharashtra","Satara","Mahabaleshwar",21,183,90,176,179,146,35,131,11.48,49.18,19.13,71.58,97.81,96.17,79.78
